City,Longitude,Latitude,Total Population,Male Population,Female Population,Age 0-18,Age 19-35,Age 36-50,Age 51+,Average Temperature (°C),Mortality Rate (%),Average Income (AED),Healthcare Expenditure (% of Income)
Umm Al Quwain,55.564,25.5225,2231817,1538727,693090,69159,148286,71249,292425,29.20127748154355,0.8183074673567974,26566,8.067575705734688
Dubai,55.2708,25.2768,767731,529312,238419,133318,266858,101754,36939,30.027190236531936,0.7918758565576433,29905,6.832449101139987
Ras Al Khaimah,55.9486,25.7915,2517147,1735448,781699,170567,148541,264524,282531,39.24105360737814,1.2465911803257754,15445,14.108996080700724
Fujairah,56.3315,25.2769,1786647,1231804,554843,286002,240862,289577,146032,25.41808554202808,0.37030829509097074,14660,14.910837947126922
Abu Dhabi,54.366,24.4539,3346064,2306945,1039119,62303,283298,145281,185089,36.771935196606506,0.7441281648380219,12388,6.527835124783826
Dubai,55.2708,25.2768,3300314,2275403,1024911,136224,49550,288707,266809,27.587553322878836,0.2958178208418917,17574,10.269946859855514
Umm Al Quwain,55.564,25.5225,3620359,2496058,1124301,296201,143655,233896,78647,33.41946093958458,1.0016142634600016,25428,11.734115069868025
Ajman,55.5136,25.4052,1474456,1016564,457892,23616,81301,123439,293783,37.342083729486475,0.8818254077992236,17655,12.826538387180145
Dubai,55.2708,25.2768,331298,228413,102885,74922,10070,95344,62047,28.77121934313734,0.5417992771993029,18886,11.860831753510466
Umm Al Quwain,55.564,25.5225,879164,606140,273024,115694,250109,12931,152013,25.78447740890857,0.7098212730736206,20976,6.2529758722308415
Ajman,55.5136,25.4052,823648,567864,255784,135549,195148,84197,40947,31.912736547620316,1.236161687686629,22114,7.806609726846276
Dubai,55.2708,25.2768,2263442,1560531,702911,113789,27728,42825,145687,29.184602928326846,0.8797869356271107,12274,11.545921801905951
Sharjah,55.391,25.3225,882930,608736,274194,223212,145176,111710,77210,37.42344801394412,1.036814617343178,18283,13.046533978799582
Ras Al Khaimah,55.9486,25.7915,994145,685413,308732,261817,190829,133111,277387,37.35932422878669,0.22987483334864064,13140,13.624786313735354
Sharjah,55.391,25.3225,2524415,1740459,783956,285038,21596,95310,70477,29.852385176344633,0.9594156648963965,20137,13.59323805788433
Fujairah,56.3315,25.2769,4299305,2964158,1335147,246116,76239,272072,30193,29.31907524504759,1.4720553915445793,27258,12.633260530415143
Abu Dhabi,54.366,24.4539,1999994,1378897,621097,272830,136616,99011,296684,33.266790026346406,0.566946233071011,12934,7.9968204974596135
Ras Al Khaimah,55.9486,25.7915,2678521,1846708,831813,276409,266770,233787,202159,25.32169885758786,1.0720613607903013,17110,6.010689617526089
Umm Al Quwain,55.564,25.5225,4259710,2936859,1322851,143443,140794,95198,130444,31.06886633892983,0.8174726596177921,16871,11.456683976795876
Ras Al Khaimah,55.9486,25.7915,1596190,1100494,495696,50968,186582,37737,89479,26.468404678598528,1.1599405201406119,13907,10.400124438543887
Ras Al Khaimah,55.9486,25.7915,3728395,2570544,1157851,121271,184228,186982,232564,39.96313832980488,1.4299120571941801,12155,6.719154659145915
Sharjah,55.391,25.3225,4002161,2759292,1242869,274111,89030,212568,26733,31.21497571990698,1.4543763201974618,20088,13.559642971987682
Dubai,55.2708,25.2768,4711468,3248324,1463144,181519,264274,101140,147424,38.86519466096004,0.43869169441812184,12184,9.645422184505168
Sharjah,55.391,25.3225,1475458,1017255,458203,54747,191142,78902,211436,26.77601890005982,1.2580780550268262,24476,8.303913885751543
Ajman,55.5136,25.4052,4030229,2778643,1251586,115354,14370,229005,153560,32.026771590147746,0.8471783114348779,20092,6.654471814500793
Dubai,55.2708,25.2768,4995219,3443956,1551263,162165,128039,227080,178444,33.19015613621267,0.49132701983358196,11246,8.037555756851862
Fujairah,56.3315,25.2769,3759771,2592176,1167595,228429,172586,284783,89717,29.916035394148498,1.491535614524642,25785,7.692740560355416
Sharjah,55.391,25.3225,1763445,1215808,547637,93086,212539,136699,96704,38.9158176663462,1.0122219768413407,15351,12.058215168384564
Ajman,55.5136,25.4052,4376208,3017179,1359029,25070,262941,255733,246020,28.716512050578324,1.3163052176186276,25031,8.104308580590288
Sharjah,55.391,25.3225,1822541,1256552,565989,150890,175168,295499,69955,33.917123860914,0.5758963101680781,16291,9.096147543023474
Dubai,55.2708,25.2768,790639,545106,245533,184675,197752,251287,40915,33.9680703578566,0.4308496666258268,19274,10.456829549002133
Sharjah,55.391,25.3225,1608599,1109049,499550,31317,129203,139115,120224,28.803842732704524,1.3925613288901075,28058,5.6302046780505215
Umm Al Quwain,55.564,25.5225,451882,311550,140332,120561,145668,14712,149149,39.919280147967896,1.3442719292868988,17371,6.0762247183145055
Ajman,55.5136,25.4052,4101051,2827472,1273579,41807,262362,120372,260333,26.36305618505074,0.41646025678471665,16084,13.911922346446193
Ras Al Khaimah,55.9486,25.7915,4412853,3042444,1370409,224950,155530,238818,94495,34.97921800568187,0.8404465572589778,14210,14.247679272305923
Dubai,55.2708,25.2768,100272,69132,31140,177452,118040,195002,231453,36.97050692288185,0.28946728505307473,26124,13.958066002711643
Sharjah,55.391,25.3225,523993,361267,162726,130092,126781,79952,185214,39.78623287464688,1.390273653511594,29472,8.657842966901978
Umm Al Quwain,55.564,25.5225,4529346,3122760,1406586,57679,244556,73214,223040,28.355331816671114,0.21906659746399942,22757,7.7527446791473
Ajman,55.5136,25.4052,4981702,3434637,1547065,273954,170955,239413,56095,34.652204001232924,0.3926840820645183,21680,8.820789666184954
Fujairah,56.3315,25.2769,1169274,806156,363118,72815,186104,205769,182089,27.484359969227555,1.4234308819317978,20005,9.767598868665289
Dubai,55.2708,25.2768,3341189,2303584,1037605,56038,34199,75644,188870,28.749680145920795,1.048206478239304,27569,8.81649415117245
Dubai,55.2708,25.2768,3130117,2158061,972056,174913,104967,213409,197315,29.15906392552894,0.11317068156667842,11333,7.8623292119867685
Fujairah,56.3315,25.2769,3921194,2703469,1217725,69481,79180,229673,204087,34.622353709428495,1.1367639843489008,14373,7.197397332025524
Sharjah,55.391,25.3225,1182710,815420,367290,253937,15658,87483,64082,39.332803974025495,0.33998587144743675,29360,9.319181386818595
Dubai,55.2708,25.2768,2201842,1518061,683781,134979,238382,102229,38285,29.966596164744495,0.9063841438024216,21076,8.564628285602653
Ras Al Khaimah,55.9486,25.7915,3253092,2242846,1010246,29602,45469,214622,176770,27.01649750370082,1.2833329960606912,24742,14.332280062150515
Umm Al Quwain,55.564,25.5225,1803656,1243531,560125,271180,159486,129846,109976,39.33664449411394,0.11605935447123308,23664,8.407448259457798
Sharjah,55.391,25.3225,4967387,3424768,1542619,264347,125546,31968,177769,27.90933074501807,0.20434596992320903,11509,13.639310395672203
Dubai,55.2708,25.2768,2862150,1973311,888839,236325,294145,135664,228558,28.137296090062215,1.1913957021187367,21794,13.487718514836056
Fujairah,56.3315,25.2769,2291697,1580011,711686,94456,229157,194643,279504,26.360519154239146,0.33127464843101034,24049,12.426499706105798
Abu Dhabi,54.366,24.4539,3179827,2192333,987494,204453,117924,51669,174337,28.0271083831959,1.49635754037127,16972,12.575714994954675
Umm Al Quwain,55.564,25.5225,2507867,1729050,778817,290078,84628,226005,32658,34.20628308563779,0.46842234372808056,12825,6.536771113556941
Ajman,55.5136,25.4052,1675655,1155281,520374,171474,265129,283887,109605,36.729136208325286,1.4704659419373136,16254,7.781328879642154
Sharjah,55.391,25.3225,4333657,2987842,1345815,15220,122475,114380,64269,37.703334643257946,1.4818750728660426,17037,8.887681762949946
Ras Al Khaimah,55.9486,25.7915,4145250,2857945,1287305,127614,240428,184503,59150,29.03882980348809,0.5602276571436713,24975,7.236469103095088
Sharjah,55.391,25.3225,1834117,1264533,569584,286762,119368,119851,289136,27.1115727035427,1.4848355164925429,14519,9.284548493587312
Dubai,55.2708,25.2768,4988554,3439361,1549193,219144,65842,298022,111790,38.7539121439049,1.106468095642724,26957,9.078965951691718
Umm Al Quwain,55.564,25.5225,840125,579224,260901,160020,137902,88370,39046,27.403771153376994,1.4937657681702108,19461,8.27530274466731
Ajman,55.5136,25.4052,2613983,1802212,811771,298404,214105,294863,85015,38.132870572031166,0.62657390109619,26886,7.483666543297884
Ras Al Khaimah,55.9486,25.7915,2377105,1638896,738209,41842,256997,209458,285702,36.12587976032104,0.5864113072587372,22496,9.496527034079085
Dubai,55.2708,25.2768,500572,345119,155453,221981,143767,161673,246352,38.469742114997395,1.060198417683937,20762,14.775935010196974
Abu Dhabi,54.366,24.4539,125955,86839,39116,164986,36457,91463,148549,35.47999632389583,1.074410179516111,13341,9.416874720865023
Ajman,55.5136,25.4052,925571,638135,287436,62682,193904,76276,213224,35.5241356632048,0.6584398428975318,21243,11.472113300714284
Abu Dhabi,54.366,24.4539,3010242,2075413,934829,227389,49918,142287,198854,31.688831831852603,0.6146827455214997,20631,9.298368719614412
Sharjah,55.391,25.3225,4814984,3319693,1495291,250736,62797,166649,119965,38.552886717400476,1.1345743916921516,15635,7.2916125608475255
Fujairah,56.3315,25.2769,526101,362720,163381,109119,188336,81686,89159,36.58551257753388,0.9910108084129553,24508,6.430818362536579
Ajman,55.5136,25.4052,173899,119894,54005,140773,286578,136097,136888,33.90398486927583,1.4222783298420532,29320,12.469148273825537
Ajman,55.5136,25.4052,1525870,1052012,473858,158776,61115,297036,179626,32.527142846369415,0.6277849901836872,26775,14.814399070634765
Abu Dhabi,54.366,24.4539,570719,393482,177237,169177,106286,22789,297497,33.55270608018221,1.4927045274496678,20783,5.5263310505216285
Ajman,55.5136,25.4052,4078265,2811762,1266503,143384,59637,152250,172097,35.393882327034916,0.8816946855167633,22560,8.905484254610776
Umm Al Quwain,55.564,25.5225,550427,379492,170935,234124,279581,158254,109774,27.01384110310667,0.5631955666600443,10528,14.06355556733812
Ajman,55.5136,25.4052,4301357,2965573,1335784,176094,187005,122089,281721,32.93576552227357,0.42405791782791324,20269,7.566769165771934
Fujairah,56.3315,25.2769,1251154,862608,388546,298415,92924,56516,105262,39.637935015130196,0.5314923853763052,13442,12.16615118414891
Abu Dhabi,54.366,24.4539,1754184,1209423,544761,91315,23262,146999,134413,25.916303384068705,1.1576678678079346,11204,5.352202735318347
Fujairah,56.3315,25.2769,3429759,2364649,1065110,204834,42926,18617,226047,37.19431548485055,0.33411077756298313,15462,9.999880438033536
Ras Al Khaimah,55.9486,25.7915,1055315,727587,327728,118486,57471,197520,221852,31.117929365668537,1.1356002510792076,27045,12.695392802047241
Sharjah,55.391,25.3225,3283106,2263539,1019567,57105,213487,184380,281767,35.51669206210523,0.8764417770943613,14298,5.469974545031176
Ajman,55.5136,25.4052,2465386,1699761,765625,201259,168816,33039,280912,36.65018448893518,0.741794310324334,23042,11.473631576716766
Fujairah,56.3315,25.2769,1078720,743724,334996,65116,248648,274340,74864,37.24771084833693,1.1868884944026596,11161,13.84142017006353
Ras Al Khaimah,55.9486,25.7915,4440015,3061171,1378844,223345,11924,255218,10396,29.666193855355306,0.24511924460959703,10076,12.264296221392996
Fujairah,56.3315,25.2769,1071136,738495,332641,89417,224520,198337,191816,25.668057642824213,1.3327254078597628,25071,14.637149922325165
Umm Al Quwain,55.564,25.5225,3347609,2308011,1039598,14514,237116,100140,167432,25.607453585024174,0.30496485555651,14698,13.838515243781755
Ras Al Khaimah,55.9486,25.7915,1320615,910498,410117,295147,162479,94971,122417,36.49998010675089,0.5213041865981973,15996,12.338365947270052
Dubai,55.2708,25.2768,2932756,2021990,910766,181228,214370,18029,213913,26.280222264969783,1.0406165245131116,14526,10.357692059906555
Abu Dhabi,54.366,24.4539,3794993,2616460,1178533,263401,215076,134428,296450,25.458394794937636,1.0601354691413358,14567,13.706786527036336
Ras Al Khaimah,55.9486,25.7915,1427204,983986,443218,257408,158327,262978,187012,35.99569048739187,1.2374060314806026,17333,7.755723218146045
Fujairah,56.3315,25.2769,2874419,1981770,892649,233636,259144,248324,148495,28.255118018211036,1.3518021577269181,21462,10.547199252830492
Ajman,55.5136,25.4052,3952587,2725113,1227474,58643,169279,270971,266550,28.303774648590544,1.1544860734374602,17190,8.504184804962629
Abu Dhabi,54.366,24.4539,4578457,3156620,1421837,24177,111474,91569,83299,30.79418606449564,1.2240609133888722,10657,6.13905711993276
Sharjah,55.391,25.3225,194374,134011,60363,172568,293818,128795,236153,38.649671262491125,0.929054550137279,11565,11.88156077387569
Ras Al Khaimah,55.9486,25.7915,3001780,2069579,932201,93761,18678,46728,13943,27.593160812867247,1.014108575782115,19942,13.750582551937038
Ajman,55.5136,25.4052,826430,569782,256648,146813,109034,266726,93892,39.58251925917551,0.6142378637525286,28413,8.422849382067906
Umm Al Quwain,55.564,25.5225,2519065,1736770,782295,21465,167513,273071,244745,30.875192929800093,1.4852330525660278,11509,13.647108599332368
Ajman,55.5136,25.4052,1793871,1236785,557086,145255,166839,61154,284853,30.57642236838974,1.4898725278500338,25926,5.988773748239023
Abu Dhabi,54.366,24.4539,1359370,937218,422152,204386,188323,261767,123670,38.948236218787486,1.2251425975718544,18252,13.341215324546704
Ras Al Khaimah,55.9486,25.7915,4169046,2874351,1294695,209335,195676,28472,184241,31.68801538200293,0.9448598267951874,23353,13.416618141217008
Umm Al Quwain,55.564,25.5225,3709568,2557564,1152004,226721,23367,22579,139217,39.99841499349957,0.9645995419487925,27003,6.367911080178091
Ajman,55.5136,25.4052,402793,277705,125088,150705,275290,223420,285946,27.062554875194184,0.5095840692413294,27444,8.807991583416559
Umm Al Quwain,55.564,25.5225,4011753,2765905,1245848,182501,250366,245210,31964,32.38981373876865,1.3262493003888274,28871,7.85465410917735
Ras Al Khaimah,55.9486,25.7915,2440037,1682285,757752,185949,132111,50277,178660,34.34508677814151,0.36912854186302,14455,14.83587794971048
Sharjah,55.391,25.3225,3791136,2613801,1177335,267271,19702,130409,205273,26.124778410775686,0.3991512490772401,24817,14.905465164951984
Umm Al Quwain,55.564,25.5225,1221558,842203,379355,75817,283116,179876,21460,38.28961868980835,1.25838989298494,18433,5.409613602821959
Ajman,55.5136,25.4052,1797371,1239198,558173,35507,292510,225743,277252,25.438229654064457,0.829693851346813,11148,14.885910406380757
Fujairah,56.3315,25.2769,3611365,2489857,1121508,36756,182337,240178,249844,29.088453116087834,1.1070758257060784,14821,5.968036027318021
Ajman,55.5136,25.4052,1889416,1302659,586757,39565,114344,249246,254625,25.467596728141967,1.3737128363858795,20283,5.784273564122671
Ajman,55.5136,25.4052,3707434,2556092,1151342,287221,129075,23626,53143,30.39088538523209,1.136842185182763,24786,11.737166313637768
Umm Al Quwain,55.564,25.5225,3912203,2697270,1214933,63787,238573,179309,59915,36.927336974349885,0.38107917020835846,21181,8.703601999045594
Ras Al Khaimah,55.9486,25.7915,2134147,1471389,662758,13021,263350,25451,224784,34.25255578688308,0.9194010133220459,24120,8.173266595008066
Ras Al Khaimah,55.9486,25.7915,3211674,2214290,997384,275954,208314,149408,99061,29.147733540790455,0.7830671736909542,17638,13.051485154598968
Abu Dhabi,54.366,24.4539,1445473,996582,448891,57024,71719,150785,277416,34.02866296762444,1.3523975723884258,16819,7.942058157406904
Fujairah,56.3315,25.2769,1492798,1029210,463588,285127,56499,200565,264968,27.71991276452912,0.2375095762591207,28103,6.894684864578445
Dubai,55.2708,25.2768,1288273,888200,400073,286867,203982,143210,163613,28.06571863043461,0.16726680799389188,16981,5.7530694821216875
Sharjah,55.391,25.3225,2032222,1401116,631106,20531,276374,298665,177850,31.162103373832753,0.862375520687709,17409,11.96146439162737
Ras Al Khaimah,55.9486,25.7915,2930216,2020239,909977,124528,175428,57581,232496,28.575219949916885,0.4132403627896276,18508,8.857015521011043
Abu Dhabi,54.366,24.4539,3547294,2445684,1101610,47373,243864,283407,119501,30.379701826915827,1.3816212438844628,15726,10.714862175539125
Sharjah,55.391,25.3225,2556064,1762279,793785,15141,245912,59117,283878,39.00628683145584,0.6038808062117225,15015,7.075802154567664
Dubai,55.2708,25.2768,390954,269543,121411,294710,203986,151809,71613,29.63596799177958,0.8039917500479052,20376,14.045451064110058
Dubai,55.2708,25.2768,3339610,2302496,1037114,39906,270570,67236,159791,32.491995995630205,1.1030921218363041,16715,12.512826415178957
Abu Dhabi,54.366,24.4539,4894443,3374476,1519967,226177,68090,291584,20512,28.761741900136503,0.6576798817672714,24634,10.521920411827924
Umm Al Quwain,55.564,25.5225,2320428,1599820,720608,290772,154612,224789,44341,36.38080019364105,0.2690864034829906,14171,6.222743463860194
Sharjah,55.391,25.3225,101204,69775,31429,101473,278772,289117,104909,25.627433822385505,1.1614272747551873,23823,7.0638295043085195
Abu Dhabi,54.366,24.4539,2324617,1602708,721909,48883,194901,94783,130347,35.147927922131565,0.3583180123183971,21045,5.3406854013505844
Umm Al Quwain,55.564,25.5225,4023190,2773790,1249400,38240,61131,197379,297439,30.484317509638682,1.4214584691986138,28625,14.896377785675648
Ajman,55.5136,25.4052,4415591,3044332,1371259,28223,298836,222665,179802,37.067565704012985,0.9698912939571547,13000,10.9038144930121
Abu Dhabi,54.366,24.4539,2509348,1730071,779277,29015,12478,20546,73062,26.794120326605313,0.6056109052284134,25357,13.066645773135235
Sharjah,55.391,25.3225,2555715,1762039,793676,34178,103107,224610,37671,39.16143113813414,1.3785290088465445,28707,5.043568302539852
Fujairah,56.3315,25.2769,1506388,1038580,467808,95135,115513,150000,255160,31.472780242620367,1.0961932176448195,16298,7.821678799323668
Sharjah,55.391,25.3225,3548864,2446766,1102098,238495,12538,158880,189916,36.67900643745851,1.238815501451057,13204,12.852104962845841
Dubai,55.2708,25.2768,3379964,2330318,1049646,288171,128473,232021,47983,26.36564666766964,0.7220552089540494,17317,6.597543107324999
Umm Al Quwain,55.564,25.5225,3334577,2299026,1035551,96715,11883,70133,175712,35.390384656756666,0.19068064362346848,21717,14.603338305467904
Fujairah,56.3315,25.2769,2938752,2026124,912628,52284,200277,94340,34067,27.284432871525976,0.840792566582818,11765,11.375284837858612
Umm Al Quwain,55.564,25.5225,4578719,3156800,1421919,227537,15102,173262,121657,29.370339562061943,0.2698100815188783,17232,9.739478546185449
Dubai,55.2708,25.2768,4931566,3400071,1531495,34253,189613,192088,238780,29.66278399625307,1.2026223434765648,23072,6.795857176212743
Dubai,55.2708,25.2768,4285465,2954616,1330849,48115,150215,152246,194596,30.62968858811653,0.3726122911542251,23781,13.12095615003313
Dubai,55.2708,25.2768,2817738,1942691,875047,254548,86035,74469,217198,39.16013491210864,0.4665301435762652,26625,9.333830588296987
Ras Al Khaimah,55.9486,25.7915,2166441,1493654,672787,131104,280631,20316,63466,33.07640200348441,0.9873679554232235,10544,11.990959482007359
Sharjah,55.391,25.3225,624097,430284,193813,167993,106577,299624,138400,36.547815006029595,0.31582342426637333,21051,9.528811939374098
Sharjah,55.391,25.3225,4683022,3228712,1454310,187080,194105,20391,296087,29.225763432982447,0.5330343456554583,20964,5.932688242934549
Ras Al Khaimah,55.9486,25.7915,3047301,2100963,946338,61207,54121,180445,132240,28.649813846185662,1.0763969063038228,18451,7.66710854009487
Abu Dhabi,54.366,24.4539,4252754,2932063,1320691,127240,146374,26547,253901,26.381081387830232,0.1702042906169617,23804,6.354725084808432
Umm Al Quwain,55.564,25.5225,3333558,2298323,1035235,250315,114137,276177,255887,31.15196048855945,0.8371784140250723,21411,11.323139313566784
Umm Al Quwain,55.564,25.5225,4495136,3099174,1395962,82633,265310,241140,130328,35.6409782516358,0.4849447446348172,13482,12.452262906483982
Sharjah,55.391,25.3225,995913,686632,309281,182852,44211,117522,82525,25.33554031035494,0.806223995378713,10061,7.55620701876113
Abu Dhabi,54.366,24.4539,838345,577997,260348,30610,128209,150911,162655,25.734961146886956,0.5041693508553934,15780,7.957221683295636
Ras Al Khaimah,55.9486,25.7915,1197210,825417,371793,135240,84002,72394,265568,25.94817508218593,1.4330956363060923,13434,5.229019227971077
Sharjah,55.391,25.3225,2151408,1483289,668119,203480,186099,250178,203814,31.508999874747694,0.48437557254496033,27101,5.606188695007297
Umm Al Quwain,55.564,25.5225,2474327,1705926,768401,46039,126179,46189,207113,30.68382696187452,0.7661532182216155,28587,9.237508898258056
Ajman,55.5136,25.4052,4809432,3315865,1493567,284405,222663,121741,120405,31.73528909474496,0.6245345571179608,21513,10.72771454525168
Dubai,55.2708,25.2768,1435750,989878,445872,267021,137742,18758,220337,30.69068925562793,0.34187607144611587,14400,8.214074703174546
Sharjah,55.391,25.3225,2841149,1958831,882318,27170,43415,220092,211623,27.525291380316602,0.6218003917361151,23533,9.535271668785025
Sharjah,55.391,25.3225,2234923,1540869,694054,205013,179324,20985,185949,29.812682252275362,1.0156438663263136,14728,6.946559965669273
Umm Al Quwain,55.564,25.5225,4256619,2934728,1321891,113692,285266,153127,272555,37.79642421342209,0.6820513821607335,25486,9.359120079793977
Dubai,55.2708,25.2768,2290667,1579301,711366,294729,259509,67898,12460,34.91586238635713,0.3144219186620839,12988,13.659813161925063
Ras Al Khaimah,55.9486,25.7915,4440924,3061797,1379127,178790,121639,37991,107630,34.39252704902129,1.4185222630348664,24378,7.166528994465489
Abu Dhabi,54.366,24.4539,2158758,1488357,670401,206127,271777,137146,18923,30.812567449073605,0.8526595957613464,29340,5.750945117447715
Ras Al Khaimah,55.9486,25.7915,4913447,3387579,1525868,171846,160594,60708,16270,31.35622072717704,0.24652447187483933,10067,6.738064677766915
Ajman,55.5136,25.4052,578359,398749,179610,159007,133242,133654,183077,31.141231478861403,1.4165068962214566,24307,7.420542350270319
Abu Dhabi,54.366,24.4539,776736,535521,241215,46772,63806,288654,93585,26.677545351223984,1.09559351393959,21933,10.449711971407886
Fujairah,56.3315,25.2769,4326817,2983126,1343691,46164,46552,31385,171331,38.13261623378936,0.6903646645394589,28715,9.167127587568004
Dubai,55.2708,25.2768,1087064,749476,337588,279310,220725,161252,34499,32.45091336384631,1.4692024077150978,18494,12.494695167113832
Ras Al Khaimah,55.9486,25.7915,838831,578332,260499,94836,237814,89800,32369,33.8639930868072,0.8945206955338808,20037,14.845474177972644
Sharjah,55.391,25.3225,532597,367199,165398,255933,235699,210273,281683,32.215248827029455,1.1717578630150445,10155,11.504963531507094
Umm Al Quwain,55.564,25.5225,2503908,1726320,777588,209782,82858,109289,57419,27.530686767902708,0.5601214846783891,20079,10.635532053393515
Ras Al Khaimah,55.9486,25.7915,2145074,1478922,666152,126496,45636,120836,145360,33.32295640495659,1.136247870114562,19312,13.603555589069376
Ajman,55.5136,25.4052,3867829,2666677,1201152,281532,246990,159437,207108,39.37870081517457,0.2582839340782971,17006,10.13233016276509
Umm Al Quwain,55.564,25.5225,2619434,1805970,813464,297420,170135,59926,298213,37.372662300798034,0.8358958201656307,13932,12.268128409763495
Umm Al Quwain,55.564,25.5225,179139,123507,55632,287535,121738,91377,78248,27.224086539743443,0.41505346918966834,26664,10.941795160164531
Fujairah,56.3315,25.2769,3512467,2421672,1090795,87211,113038,133558,11928,39.95037114380808,0.6573789344638199,23546,6.048693615763595
Ras Al Khaimah,55.9486,25.7915,946345,652458,293887,112219,201347,133604,38407,31.322220995120336,1.1663961510916514,11103,14.906745498418228
Ajman,55.5136,25.4052,3865199,2664863,1200336,211240,54854,297864,108861,37.30549543182495,1.396134775162143,23236,12.885818446404798
Abu Dhabi,54.366,24.4539,2920194,2013329,906865,273272,205770,286272,154518,36.9837703537918,1.3812898461990637,23974,10.897044915568364
Abu Dhabi,54.366,24.4539,3862331,2662886,1199445,259580,213429,29609,274087,31.679892884341264,1.2764683955694351,14010,12.285553688025058
Umm Al Quwain,55.564,25.5225,537425,370528,166897,161329,274659,104205,251971,37.937145920493144,0.4142671104316541,14472,12.938280432857965
Sharjah,55.391,25.3225,446278,307686,138592,232496,85861,92530,83966,37.03323998871451,0.36021089944805185,17559,6.0763546457738125
Dubai,55.2708,25.2768,3668634,2529342,1139292,168509,51270,206453,291675,29.941402772599954,0.7601622347273723,15517,6.734268557664437
Umm Al Quwain,55.564,25.5225,4131591,2848528,1283063,290163,136333,209562,128794,32.15737331052948,0.47289011278973414,16685,14.359778861215537
Dubai,55.2708,25.2768,4746170,3272249,1473921,197552,272768,33580,26995,30.82221764763159,1.0950434922807633,18221,12.064214522854083
Sharjah,55.391,25.3225,4433990,3057017,1376973,81530,57000,275894,47819,33.05147234810469,0.27760581317965527,17835,12.361797231056908
Abu Dhabi,54.366,24.4539,2262286,1559734,702552,231176,78769,158065,98069,25.21081271713694,0.7882382850612751,14740,12.77980734578132
Dubai,55.2708,25.2768,4966465,3424132,1542333,288081,68393,266357,58552,26.270402516558764,1.1078270596010766,12378,14.327253378924848
Ajman,55.5136,25.4052,3549467,2447182,1102285,221574,209068,283138,30141,25.53138717821802,0.3873699619266693,11714,7.501022793508406
Fujairah,56.3315,25.2769,1199753,827170,372583,125328,120413,35395,64203,37.29007363189621,1.1679634702653936,15889,7.450531240317951
Fujairah,56.3315,25.2769,4198270,2894499,1303771,172012,120088,57940,40285,30.435572322794634,1.2740344168445326,17710,12.102119709726697
Umm Al Quwain,55.564,25.5225,3460018,2385511,1074507,175721,261044,140715,34282,31.25333817104615,0.19861190891517258,26962,13.485926563999099
Umm Al Quwain,55.564,25.5225,1994455,1375078,619377,203959,166478,211186,85811,39.181166842639755,1.2769960207366502,16262,12.004883736087507
Ras Al Khaimah,55.9486,25.7915,4464933,3078350,1386583,247917,97752,123719,83682,26.867598041514803,1.2553918038769172,14955,11.523469027619555
Dubai,55.2708,25.2768,2601559,1793646,807913,98875,248954,30115,63250,32.0513761079581,0.2966981161286501,12300,13.498444444250461
Dubai,55.2708,25.2768,3789124,2612413,1176711,199488,236425,65136,213715,39.20338688871232,0.9806109954697927,19212,8.965030479252196
Sharjah,55.391,25.3225,3131082,2158726,972356,26579,80923,223262,47905,34.16588983757216,1.3749129890949312,24344,14.79808932639495
Ras Al Khaimah,55.9486,25.7915,3637425,2507824,1129601,92673,159819,269653,217596,25.558061913086643,1.0752388007214084,29131,11.920441706754842
Fujairah,56.3315,25.2769,1274410,878642,395768,237281,279582,81502,239083,36.70019774242562,1.4811057729949555,10446,5.168970833186195
Abu Dhabi,54.366,24.4539,1876512,1293762,582750,114606,173667,218851,59177,30.636912197010865,0.7323451058149301,16013,9.782508446226181
Umm Al Quwain,55.564,25.5225,1086449,749052,337397,217529,50185,69974,257369,29.370188450321603,0.5171202526069604,14667,8.349808515476509
Sharjah,55.391,25.3225,4435401,3057990,1377411,217269,39655,192938,86654,31.82442299053544,0.18527345466072592,29974,13.095075969783425
Ras Al Khaimah,55.9486,25.7915,4631074,3192896,1438178,88776,217756,299941,228240,39.23617833994875,1.147558380375496,14651,8.468323040420211
Ras Al Khaimah,55.9486,25.7915,2700168,1861632,838536,131178,231483,212125,203429,30.92585908649444,0.34675309136234367,16092,13.902256087807103
Ras Al Khaimah,55.9486,25.7915,2303412,1588088,715324,288537,127957,235688,162913,38.463139218309166,0.5646930765479236,11143,9.33086216379668
Ras Al Khaimah,55.9486,25.7915,3493713,2408742,1084971,69490,166929,134175,117178,36.982150148393615,1.1483486122121933,24966,14.353680859785026
Ajman,55.5136,25.4052,2714893,1871784,843109,184930,270829,222430,272048,38.7923641672334,0.8749203863587804,27866,9.864341192316243
Ajman,55.5136,25.4052,4055838,2796300,1259538,160273,142273,29145,275066,29.503233364269054,1.3157361865187294,27899,13.95272050361659
Dubai,55.2708,25.2768,2927450,2018332,909118,281991,111402,15739,214726,25.3193169325163,0.31548398580394815,13025,5.251159992606242
Sharjah,55.391,25.3225,2158142,1487932,670210,84158,147195,206988,151239,36.35569224764572,0.16338343027972638,12917,12.918708141287933
Ajman,55.5136,25.4052,2725256,1878929,846327,295391,187095,45607,225521,27.058476912269867,1.2980709087578113,18938,8.089551185451713
Sharjah,55.391,25.3225,1908319,1315691,592628,273338,236114,15528,179525,29.392406988411075,0.3009947107727565,23425,9.599298604874019
